Recipient APHP_F1 APHP_F10 APHP_F2 APHP_F3 APHP_F4 APHP_F5 APHP_F6 APHP_F7 APHP_F8 APHP_F9 APHP_M1 APHP_M10 APHP_M2 APHP_M3 APHP_M5 APHP_M6 APHP_M7 APHP_M8 APHP_M9 APLP_F1 APLP_F10 APLP_F2 APLP_F3 APLP_F4 APLP_F5 APLP_F6 APLP_F7 APLP_F8 APLP_M1 APLP_M10 APLP_M2 APLP_M3 APLP_M4 APLP_M5 APLP_M6 APLP_M7 APLP_M8 APLP_M9 GH1 GH10 GH11 GH12 GH13 GH14 GH15 GH17 GH18 GH19 GH2 GH20 GH3 GH4 GH5 GH6 GH7 GH8 GH9 GL1 GL10 GL11 GL12 GL13 GL14 GL15 GL16 GL17 GL18 GL19 GL2 GL20 GL5 GL6 GL7 GL8 GL9 LMD_F11 LMD_F12 LMD_F13 LMD_F14 LMD_F15 LMD_F16 LMD_F17 LMD_F19 LMD_F20 LMD_F21 LMD_M08 LMD_M09 LMD_M1 LMD_M10 LMD_M2 LMD_M3 LMD_M4 LMD_M5 LMD_M6 LMD_M7 LO1 LO10 LO11 LO12 LO13 LO15 LO16 LO17 LO18 LO19 LO2 LO20 LO21 LO22 LO3 LO4 LO5 LO6 LO7 LT_F16 LT_F18 LT_F19 LT_F23 LT_F24 LT_M1 LT_M11 LT_M12 LT_M14 LT_M15 LT_M5 LT_M8 UMD_F09 UMD_F10 UMD_F11 UMD_F12 UMD_F13 UMD_F14 UMD_F15 UMD_F16 UMD_M1 UMD_M2 UMD_M3 UMD_M4 UMD_M5 UMD_M6 UMD_M7 UMD_M8 UQ1 UQ10 UQ11 UQ12 UQ13 UQ14 UQ15 UQ16 UQ17 UQ18 UQ19 UQ2 UQ20 UQ3 UQ4 UQ5 UQ6 UQ7 UQ8 UQ9 UT_F11 UT_F14 UT_F15 UT_F16 UT_F18 UT_F19 UT_F21 UT_M10 UT_M2 UT_M3 UT_M4 UT_M7 UT_M8 UT_M9
GH3 4.875129 5.118208 5.326733 5.527482 5.553995 5.228153 5.340465 5.328881 5.604175 5.414725 5.844829 5.386293 5.26473 5.524933 5.354784 5.264203 5.043167 5.581123 4.990705 5.940599 5.720146 6.030157 6.040336 5.25463 5.634443 5.375674 5.874027 5.895963 5.650095 5.464809 5.549891 5.492329 5.636401 5.262762 5.342909 5.49128 5.483672 5.942214 10.818618 13.260101 10.41511 10.840178 11.113959 11.707498 11.105353 11.301879 11.07106 11.021151 10.801378 11.566789 0 11.676928 12.45353 11.810651 10.466948 11.421982 11.474988 9.195217 9.308984 9.165331 9.011228 9.324664 9.320512 9.106391 9.123538 9.193365 8.993747 9.15673 9.186615 9.145033 9.253341 9.358885 9.078212 9.20824 9.429986 3.057238 3.054188 3.065674 3.044585 3.070999 3.130759 3.078846 3.072086 3.152569 3.057688 3.065946 3.083085 3.073246 3.06067 3.056519 3.05556 3.098118 3.065333 3.094808 3.076809 3.500818 3.623295 3.985772 3.876032 3.73236 3.586598 3.480094 3.68143 3.959229 3.575531 3.89654 3.603341 3.500049 3.496646 4.213243 3.708896 3.513874 3.767744 3.747079 5.285689 5.233668 5.290468 5.314425 5.221989 5.226577 5.223039 5.186417 5.303085 5.214753 5.433327 5.250897 3.090331 3.075052 3.101883 3.117075 3.094034 3.119574 3.078351 3.084165 3.064064 3.092359 3.131305 3.071986 3.082794 3.086366 3.090318 3.089729 3.299711 3.373683 3.389376 3.409989 3.457467 3.356815 3.326944 3.38604 3.397318 3.388191 3.549031 3.368391 3.430363 3.452436 3.404167 3.458145 3.375419 3.453363 3.424958 3.436872 4.940874 4.925078 4.918725 4.939053 4.937235 4.949063 4.97437 4.956627 4.951566 4.934158 4.932408 4.925757 4.947442 4.937802
GH4 4.803941 5.077488 5.40007 5.391496 5.689604 5.212814 5.312836 5.419657 5.542728 5.417827 5.710549 5.224918 5.252659 5.535073 5.269514 5.190975 5.029616 5.422123 5.048371 5.841638 5.645152 6.048002 5.83646 5.213038 5.510244 5.311126 5.949669 5.890917 5.610053 5.343903 5.590323 5.333436 5.479808 5.303699 5.358966 5.536271 5.461702 5.848062 10.983259 12.843956 10.910121 11.176472 11.017279 11.102596 10.89007 11.344382 11.11157 11.059218 10.840511 11.407844 11.633575 0 12.846751 11.362093 10.844217 11.485464 12.299646 9.430028 9.492457 9.411384 9.249936 9.574172 9.556355 9.272337 9.444839 9.368552 9.123386 9.370251 9.366621 9.3375 9.349208 9.771248 9.153106 9.402957 9.513517 3.043679 3.041514 3.07663 3.023103 3.050581 3.128625 3.05597 3.08208 3.144806 3.048337 3.039279 3.047635 3.053317 3.041644 3.035682 3.04666 3.098388 3.045633 3.080315 3.060456 3.474855 3.636067 4.012307 3.910672 3.681222 3.575826 3.445651 3.670211 4.026657 3.544087 3.85846 3.579694 3.456721 3.505838 4.223923 3.645386 3.499829 3.712039 3.675785 5.165132 5.126375 5.161956 5.191857 5.109175 5.127574 5.13682 5.122108 5.181199 5.142093 5.256924 5.154318 3.090032 3.061926 3.107007 3.09863 3.081926 3.100564 3.07585 3.06395 3.061238 3.112216 3.097212 3.063044 3.09445 3.080883 3.085111 3.116926 3.294774 3.362221 3.402254 3.407858 3.408965 3.336692 3.300927 3.389674 3.378048 3.388248 3.528576 3.343212 3.419467 3.440841 3.392348 3.467603 3.354473 3.444673 3.387829 3.44652 4.896447 4.878893 4.880374 4.88402 4.887922 4.896012 4.918392 4.904848 4.909248 4.898013 4.885199 4.881038 4.902728 4.893031
GH5 4.760616 5.004078 5.461193 5.323272 5.66966 5.094543 5.260121 5.403133 5.533795 5.387829 5.701303 5.198158 5.164984 5.536163 5.246141 5.150928 4.98519 5.417275 4.916956 5.644385 5.532306 6.020023 5.906899 5.341009 5.495161 5.278739 5.981615 5.826146 5.482198 5.752493 5.515905 5.210595 5.369112 5.180028 5.259442 5.557643 5.544382 5.895647 11.10034 12.694311 10.615524 11.529842 11.016096 11.219941 10.788166 11.142379 10.935052 10.63017 10.497222 11.146355 11.558419 12.104189 0 11.774976 10.726429 11.608136 12.02092 9.550781 9.731855 9.673628 9.216727 9.750248 9.778913 9.4271 9.512005 9.513851 9.192864 9.489246 9.574565 9.490966 9.570593 9.867674 9.288897 9.686526 9.693527 3.02098 3.015421 3.022683 3.002478 3.032724 3.127913 3.034079 3.044941 3.109759 3.025618 3.025162 3.045312 3.027255 3.018786 3.019895 3.023466 3.068574 3.018797 3.05478 3.036229 3.449318 3.620768 3.99861 3.948949 3.672772 3.54685 3.399877 3.677413 4.020794 3.507856 3.776646 3.525029 3.43998 3.450209 4.219354 3.651432 3.45926 3.700862 3.631768 5.239125 5.187525 5.259456 5.280917 5.178013 5.200137 5.195662 5.175321 5.240849 5.215693 5.261823 5.240559 3.062831 3.053737 3.102853 3.111312 3.079331 3.102223 3.064117 3.051581 3.028609 3.101578 3.096811 3.052877 3.081999 3.058679 3.080768 3.071859 3.274676 3.35407 3.376529 3.364385 3.390909 3.323088 3.291901 3.34235 3.335604 3.334276 3.475347 3.335145 3.399468 3.419826 3.365888 3.419065 3.305555 3.403632 3.358134 3.405146 4.978285 4.969896 4.968123 4.983163 4.980911 4.986282 5.00354 4.989511 4.988404 4.966422 4.978982 4.972498 4.977461 4.97422
GH6 5.112289 5.291194 5.561484 5.780557 5.665733 5.435345 5.448008 5.429537 5.7175 5.527583 5.643215 5.531076 5.440806 5.672367 5.465594 5.347675 5.250351 5.68799 5.149788 5.985743 5.732234 5.996001 6.070098 5.358075 5.64377 5.710573 5.912219 5.809527 5.595087 5.591645 5.725929 5.670418 5.783861 5.207815 5.491051 5.647248 5.611417 5.948663 10.663997 11.874866 9.696545 10.197956 11.076431 11.991054 10.879133 10.656311 10.261829 10.350362 10.253099 10.571921 11.490042 11.106951 12.060888 0 9.77603 10.625811 10.805997 8.587974 8.785307 8.505904 8.390318 8.752217 8.704746 8.511318 8.468417 8.49826 8.382801 8.533818 8.682484 8.47831 8.61331 8.697627 8.481633 8.67493 8.717581 3.20868 3.178711 3.214594 3.164481 3.199212 3.321763 3.216151 3.225934 3.301299 3.198783 3.205137 3.206401 3.255543 3.210548 3.212208 3.222827 3.280477 3.197251 3.247645 3.203055 3.761832 3.976928 4.190168 4.108326 4.004239 3.867553 3.691348 3.898157 4.201068 3.811886 4.141407 3.81162 3.715549 3.758241 4.469654 3.993327 3.753756 4.04405 3.931762 5.333287 5.344134 5.34899 5.349114 5.283314 5.300988 5.322016 5.276098 5.324623 5.293523 5.467242 5.310225 3.268547 3.252759 3.288139 3.322333 3.263445 3.298472 3.25885 3.262795 3.222112 3.290747 3.305179 3.236919 3.297557 3.240176 3.270866 3.26668 3.549033 3.625946 3.622186 3.642994 3.740442 3.61283 3.597465 3.600757 3.6024 3.597618 3.758303 3.605947 3.761028 3.692644 3.593968 3.729738 3.57566 3.659433 3.638623 3.703086 5.016913 5.001632 5.004733 5.014201 5.011282 5.013609 5.032575 5.016248 5.023817 5.01864 5.009651 5.005619 5.013236 5.020443
GH7 5.13691 5.30489 5.641888 5.586638 5.642296 5.456857 5.640254 5.536784 5.960131 5.493288 5.817538 5.462738 5.555099 5.575028 5.459139 5.579786 5.319598 5.594765 5.290764 5.850578 5.635736 6.094059 5.996495 5.481365 5.829205 5.506113 6.089049 5.91666 5.721316 5.579764 5.762702 5.534389 5.662084 5.451353 5.439777 5.803878 5.834545 5.998421 10.239567 11.332868 10.214271 10.388309 10.196874 10.564395 10.434529 10.298246 10.389896 10.053582 10.208654 10.222216 10.699605 10.865764 11.462344 10.321397 0 10.459899 11.12741 9.137698 9.330998 9.159858 9.087744 8.981006 9.075579 9.006737 9.063713 8.969087 9.148227 9.090037 9.174867 9.053133 9.094765 9.155867 9.233716 9.078657 9.292669 3.200686 3.185577 3.230001 3.170026 3.194332 3.282072 3.193653 3.238585 3.302426 3.194859 3.194434 3.192113 3.207059 3.199859 3.178815 3.198874 3.255463 3.178416 3.216446 3.192169 3.710279 3.87351 4.112201 4.006714 3.993412 3.809398 3.693715 3.848836 4.105394 3.765788 4.063406 3.759786 3.68526 3.697775 4.338246 3.860162 3.720335 3.992632 3.881205 5.116191 5.159265 5.150182 5.165936 5.118227 5.12517 5.144242 5.195654 5.155052 5.133609 5.140344 5.244546 3.255922 3.23532 3.290319 3.267258 3.261456 3.269989 3.238384 3.224475 3.22039 3.292567 3.279225 3.260891 3.234196 3.254672 3.269026 3.242729 3.505124 3.512856 3.570522 3.558728 3.655795 3.512954 3.498582 3.600454 3.602329 3.546683 3.685 3.531806 3.635125 3.61743 3.574226 3.64996 3.52738 3.647938 3.577075 3.609262 4.908983 4.905532 4.89078 4.928238 4.975469 4.922495 4.911274 4.942192 4.935993 4.921747 4.926394 4.91531 4.918959 4.921231
GH8 4.805051 5.052302 5.419008 5.402452 5.591263 5.220371 5.292811 5.347034 5.478633 5.342166 5.616119 5.254378 5.178395 5.494151 5.217304 5.198447 4.987717 5.406609 4.933386 5.770336 5.594422 5.998252 5.923608 5.143137 5.478436 5.440025 5.989455 5.827577 5.508529 5.341037 5.439213 5.388821 5.503411 5.235681 5.274374 5.504207 5.525639 5.852395 10.904002 12.417882 10.452664 11.333516 10.709542 11.080907 10.618886 11.05662 10.696876 10.580085 10.932519 11.149673 11.849815 11.8205 12.705237 11.199183 10.574143 0 11.480515 9.62932 9.745623 9.532419 9.381879 9.837998 9.732864 9.514649 9.557757 9.583253 9.339174 9.617136 9.651996 9.594334 9.629473 9.855994 9.333107 9.635209 9.780605 3.033061 3.023604 3.037072 3.004966 3.033206 3.140679 3.034424 3.058691 3.137907 3.018954 3.030843 3.037906 3.045216 3.036064 3.021452 3.03553 3.10161 3.020886 3.060365 3.037064 3.469213 3.639467 3.996723 3.939021 3.718948 3.561977 3.45608 3.680768 4.022689 3.566474 3.875189 3.559779 3.475927 3.489832 4.227014 3.670453 3.505797 3.747473 3.659033 5.1439 5.159066 5.174793 5.200099 5.163903 5.154258 5.136482 5.134605 5.203925 5.126126 5.240656 5.132685 3.08508 3.080479 3.133147 3.113437 3.114376 3.116195 3.09556 3.069872 3.056742 3.111936 3.128625 3.085745 3.113447 3.104218 3.099906 3.102199 3.346627 3.365988 3.388371 3.417467 3.435021 3.340586 3.325859 3.396897 3.383147 3.387268 3.523056 3.368259 3.436222 3.441661 3.404288 3.444567 3.363597 3.44516 3.41539 3.445729 4.934805 4.920026 4.918725 4.936338 4.935268 4.935427 4.962908 4.950442 4.946282 4.930474 4.930151 4.932424 4.938879 4.937399
GH9 4.665623 4.898838 5.124496 5.161161 5.248196 5.054293 5.428209 5.212486 5.518269 5.069479 5.356454 5.081391 5.234191 5.102967 5.144791 5.276148 4.80346 5.20189 4.920119 5.451641 5.500455 5.725973 5.77301 5.085087 5.790255 5.256262 5.577396 5.672007 5.447505 5.246138 5.397884 5.031813 5.189677 5.260498 5.30653 5.474847 5.426937 5.831856 10.663429 11.962712 11.159051 10.799675 10.668249 10.912373 10.979376 10.693102 11.365653 10.387955 10.590775 10.866388 11.499489 12.092504 12.705003 11.251172 10.950396 11.135588 0 9.501012 9.688832 9.477338 9.86135 9.213839 9.321789 9.421256 9.447817 9.410094 9.794316 9.451154 9.533936 9.432349 9.515482 9.285864 9.911598 9.488394 9.654034 3.23209 3.235783 3.25225 3.203403 3.233902 3.296109 3.230722 3.238326 3.321395 3.223373 3.228378 3.241247 3.236441 3.233585 3.220973 3.226495 3.271002 3.220647 3.240031 3.226015 3.67831 3.832035 3.954024 3.816018 3.901456 3.759997 3.631833 3.87693 3.942163 3.742314 4.060675 3.774824 3.67928 3.6826 4.16061 3.865653 3.679082 3.958741 3.880179 4.961851 4.888471 4.958303 5.006065 4.911137 4.929776 4.957494 4.928218 4.975888 4.972809 4.977328 4.961573 3.260274 3.240342 3.270224 3.268924 3.260907 3.282769 3.239979 3.247447 3.247716 3.271724 3.297597 3.239843 3.268366 3.261266 3.264534 3.272528 3.525376 3.541484 3.579805 3.601748 3.628327 3.531001 3.507924 3.58112 3.592385 3.555183 3.699743 3.539291 3.603238 3.646035 3.618468 3.654558 3.541164 3.68106 3.579222 3.589766 4.735375 4.72007 4.729441 4.735399 4.731633 4.73841 4.765612 4.747634 4.752007 4.732023 4.732471 4.727777 4.73607 4.734386
GL1 4.332804 4.56104 4.827932 4.842702 5.039119 4.674526 4.932302 4.85829 5.034155 4.824609 5.03041 4.751608 4.750079 4.976918 4.760412 4.806752 4.385627 4.948043 4.501105 5.21119 4.912034 5.285321 5.143196 4.734533 5.1049 4.849913 5.288072 5.294356 5.017013 4.874256 4.967339 4.649845 4.751369 4.884292 4.8232 5.048197 5.045742 5.303283 8.857802 8.66259 7.879393 9.202753 8.209001 7.903706 8.426304 8.33746 8.325462 7.976026 8.387451 8.706234 8.644977 8.773547 8.956639 8.011958 8.383708 8.875712 8.907265 0 15.940375 15.463796 14.499889 14.425267 14.369734 13.588158 14.993407 14.560139 14.166676 14.581425 15.44403 14.54747 15.628406 15.155585 15.255885 15.485738 16.151288 2.918115 2.900029 2.908007 2.889073 2.915065 2.986871 2.918736 2.925715 2.984917 2.907364 2.911625 2.915164 2.913255 2.905727 2.911088 2.914259 2.947522 2.903372 2.929715 2.913568 3.243484 3.379129 3.663312 3.556503 3.484843 3.358132 3.224599 3.451614 3.670788 3.336007 3.602063 3.344702 3.255868 3.277152 3.827277 3.414888 3.245347 3.491632 3.472415 4.852753 4.829966 4.831941 4.826145 4.868408 4.862289 4.842196 4.862708 4.84358 4.844311 4.920748 4.81747 2.943484 2.944995 2.93099 2.97145 2.927583 2.962978 2.9506 2.940077 2.923484 2.951469 2.974497 2.922581 2.978047 2.928342 2.929892 2.97096 3.130398 3.151759 3.180928 3.202046 3.226626 3.138834 3.143767 3.181844 3.187969 3.155945 3.27874 3.142202 3.198678 3.235081 3.21314 3.26756 3.144198 3.260014 3.203634 3.192395 4.700409 4.69211 4.688155 4.69468 4.697386 4.710246 4.729509 4.714764 4.710006 4.702393 4.69975 4.698098 4.707696 4.703448
GL10 4.310002 4.543175 4.811076 4.822898 5.009312 4.647027 4.940923 4.861433 5.048228 4.802437 4.978119 4.700257 4.738242 4.957049 4.762143 4.763207 4.409527 4.941731 4.456008 5.218902 4.90705 5.253588 5.136019 4.709196 5.086336 4.860799 5.26085 5.285968 5.003082 4.834393 4.941456 4.619368 4.711372 4.846476 4.800313 5.021288 5.02752 5.316771 8.784161 8.660194 7.90171 9.149504 8.195016 7.885074 8.4345 8.35902 8.357348 7.968081 8.291345 8.648331 8.636351 8.724837 8.899223 8.059669 8.383275 8.851277 8.924688 15.004344 0 16.199879 14.414839 14.738564 14.847381 13.317331 14.649159 14.392664 14.587619 14.934532 15.352768 14.465666 15.682065 14.780557 15.450309 15.173527 17.164682 2.920223 2.90639 2.907324 2.894281 2.919184 3.014313 2.917214 2.933119 2.984331 2.908469 2.903337 2.909402 2.910306 2.916272 2.912077 2.902832 2.944829 2.893051 2.936441 2.906476 3.256552 3.385932 3.665167 3.56517 3.495196 3.355164 3.236011 3.464826 3.668991 3.349018 3.615394 3.352296 3.271251 3.283493 3.819561 3.410475 3.259697 3.507366 3.474466 4.838155 4.804649 4.809478 4.803574 4.849404 4.836271 4.825621 4.868515 4.822834 4.826091 4.901667 4.814041 2.94242 2.950092 2.947709 2.970578 2.926212 2.961047 2.948489 2.938596 2.946247 2.980678 2.971266 2.920372 2.971657 2.92379 2.925684 2.991363 3.14678 3.161381 3.184332 3.209062 3.23568 3.158717 3.144545 3.198028 3.192112 3.159853 3.27565 3.158858 3.209632 3.241035 3.22481 3.273929 3.150602 3.276085 3.20462 3.186546 4.699666 4.684971 4.690248 4.694551 4.692622 4.700095 4.710136 4.712616 4.703512 4.693188 4.692794 4.69221 4.702852 4.701894
GL11 4.333515 4.565506 4.837675 4.826946 5.026827 4.643385 4.923699 4.854404 5.076703 4.831582 4.977015 4.724939 4.770924 4.971681 4.78219 4.784052 4.408815 4.942137 4.460361 5.19219 4.894219 5.273063 5.154495 4.743885 5.115624 4.875171 5.249419 5.324111 4.98281 4.8862 4.971917 4.629895 4.736651 4.861639 4.806024 5.051402 5.055923 5.290455 8.827497 8.565355 7.833361 9.006965 8.146541 7.894503 8.418793 8.24874 8.346395 7.922235 8.212129 8.611805 8.546396 8.695795 8.92676 7.888905 8.331068 8.728456 8.82795 15.141096 16.853878 0 14.385845 14.645549 15.103892 13.541275 16.682604 14.807665 15.343693 15.862584 14.792707 14.923993 14.992479 14.761035 14.515784 14.251581 15.549952 2.924283 2.909258 2.903222 2.893703 2.91807 2.978096 2.926138 2.935472 2.974674 2.911286 2.91143 2.91324 2.910457 2.912572 2.925765 2.908286 2.944266 2.894361 2.937069 2.911357 3.249934 3.379343 3.655345 3.548512 3.476309 3.35541 3.219483 3.443868 3.650076 3.341787 3.602967 3.354122 3.257251 3.278144 3.837281 3.409033 3.243829 3.536434 3.46042 4.837963 4.807179 4.810246 4.797029 4.85108 4.844511 4.83605 4.854086 4.817625 4.845642 4.896387 4.806544 2.940218 2.952222 2.932775 2.965416 2.921556 2.955548 2.946177 2.930361 2.916788 2.950365 2.9771 2.917038 2.966723 2.929816 2.919284 2.96389 3.136089 3.14716 3.178407 3.205972 3.242193 3.150936 3.147343 3.234684 3.1959 3.15441 3.276094 3.147382 3.251361 3.234348 3.223749 3.256516 3.142628 3.256887 3.200059 3.187097 4.689679 4.680285 4.679415 4.689745 4.688414 4.695428 4.702041 4.706098 4.698532 4.693657 4.690747 4.680183 4.703115 4.697609
GL12 4.288267 4.508 4.648847 4.753917 4.794107 4.596643 5.031105 4.759899 5.067013 4.647012 4.75384 4.650963 4.775517 4.769582 4.737953 4.854243 4.330438 4.85718 4.498825 5.104681 4.834637 5.127861 5.130859 4.690854 5.280417 4.797447 4.985995 5.274178 4.979308 4.825595 4.940573 4.557297 4.625565 4.893861 4.82617 4.929568 4.953353 5.328538 8.601516 8.41951 8.10806 8.921803 8.131142 7.823631 8.483078 8.180621 8.584091 7.787514 8.24321 8.499575 8.49967 8.619908 8.684481 7.871428 8.420496 8.644153 9.279626 14.903526 15.744238 15.289381 0 14.992034 14.463217 13.674424 15.190234 15.041825 15.436023 15.052041 15.03474 14.892935 14.544622 14.549038 15.315831 14.618428 15.887065 3.027045 2.999147 3.010369 2.997605 3.014355 3.077105 3.019705 3.030067 3.087182 3.004815 3.014061 3.014875 3.013217 3.004784 3.00409 3.000709 3.05747 3.002367 3.025565 3.021284 3.348399 3.480991 3.596561 3.478287 3.595822 3.47202 3.326994 3.561053 3.628181 3.450548 3.726208 3.458985 3.384008 3.408813 3.76011 3.523594 3.365575 3.611021 3.596557 4.718271 4.693334 4.693967 4.678057 4.725153 4.736332 4.694861 4.733845 4.70733 4.710471 4.783342 4.692908 3.040538 3.037752 3.036404 3.064935 3.025602 3.058547 3.051135 3.03526 3.011127 3.048963 3.071637 3.015001 3.073392 3.026043 3.026908 3.068091 3.256194 3.259017 3.30158 3.325408 3.345083 3.252147 3.255953 3.314431 3.302985 3.26527 3.384914 3.252542 3.301297 3.349668 3.332457 3.409004 3.241464 3.409852 3.299074 3.288672 4.573705 4.561874 4.560819 4.56878 4.565565 4.570775 4.59783 4.577608 4.580245 4.574046 4.569033 4.563575 4.5796 4.5766
GL13 4.373266 4.608018 4.995806 4.913805 5.243873 4.679142 4.87459 4.995008 5.019452 4.990426 5.219584 4.789768 4.716734 5.14967 4.806038 4.695746 4.433667 4.986183 4.431504 5.307563 4.981037 5.43823 5.184271 4.751807 4.939751 4.878683 5.563066 5.305154 5.024427 4.890986 4.964954 4.741125 4.826705 4.826219 4.786857 5.156716 5.119965 5.278759 9.073274 8.854778 7.689447 9.369125 8.317565 8.038518 8.445988 8.616121 8.252825 8.146777 8.380876 8.835372 8.799346 8.918872 9.188514 8.19498 8.30545 9.075093 8.598835 14.658356 15.688689 15.432783 14.589236 0 15.923609 13.696339 15.349452 14.990797 15.225704 15.003419 14.640446 15.397354 14.595672 15.018024 14.202659 14.455702 14.958784 2.833563 2.821719 2.828281 2.812775 2.834263 2.902243 2.840825 2.846922 2.90338 2.831421 2.832637 2.829642 2.828465 2.827743 2.831521 2.826752 2.868848 2.820097 2.850955 2.834014 3.15083 3.290074 3.742836 3.628178 3.44252 3.253104 3.137302 3.366675 3.735769 3.247079 3.508967 3.257999 3.156863 3.165732 3.876203 3.321821 3.155031 3.40159 3.379374 4.958078 4.930299 4.928505 4.928697 4.965206 4.9633 4.926563 4.9829 4.955289 4.940412 5.026337 4.927418 2.862826 2.8598 2.854014 2.892303 2.842871 2.876759 2.870585 2.862046 2.846938 2.876067 2.897048 2.84137 2.893006 2.849124 2.845903 2.890685 3.038133 3.065449 3.089586 3.112964 3.1394 3.062993 3.058707 3.082883 3.097406 3.066201 3.198658 3.068964 3.128019 3.14714 3.113144 3.155312 3.061773 3.161705 3.116696 3.108317 4.803554 4.791865 4.79246 4.798945 4.797668 4.806974 4.826962 4.811555 4.811077 4.806117 4.801399 4.795368 4.809345 4.806602
GL14 4.351546 4.615248 5.018774 4.90887 5.240454 4.670346 4.850326 4.954312 5.036329 4.991701 5.286969 4.771507 4.709679 5.158732 4.8107 4.691856 4.468515 4.969999 4.421467 5.285783 4.942734 5.412181 5.163202 4.750347 4.912919 4.900796 5.528368 5.315486 5.001569 4.883789 4.962934 4.723428 4.813232 4.82737 4.77692 5.161171 5.12316 5.287875 9.025967 8.843522 7.762289 9.395244 8.336699 8.093465 8.480394 8.53583 8.239958 8.193233 8.436246 8.824187 8.782282 8.923079 9.168955 8.146568 8.374954 9.015349 8.596607 14.366326 16.070195 15.835808 14.110702 15.767001 0 13.513728 14.812302 14.806336 14.869261 15.249117 15.016244 15.088296 14.491722 15.949939 14.691394 14.518856 15.225235 2.824624 2.813413 2.820268 2.802594 2.821594 2.928854 2.826265 2.845043 2.89985 2.817867 2.820872 2.822776 2.825249 2.81879 2.827498 2.823872 2.859628 2.81077 2.843912 2.826931 3.155123 3.295609 3.724507 3.635384 3.449585 3.259888 3.138794 3.370719 3.725609 3.244683 3.510384 3.247743 3.149693 3.173434 3.897391 3.32373 3.158556 3.393147 3.378144 4.932962 4.9095 4.9145 4.911252 4.952328 4.941546 4.938089 4.949725 4.936278 4.942745 4.994898 4.907388 2.859449 2.863908 2.855687 2.889019 2.845397 2.875317 2.86589 2.859118 2.869688 2.890858 2.889308 2.839577 2.887509 2.842463 2.846689 2.908916 3.036055 3.067888 3.089812 3.123962 3.145702 3.064016 3.059655 3.094117 3.106228 3.08278 3.19252 3.068792 3.125012 3.150035 3.122628 3.161909 3.055324 3.154186 3.124977 3.112022 4.790297 4.777746 4.780009 4.781646 4.781222 4.789437 4.812431 4.794402 4.792675 4.788787 4.787448 4.78447 4.788908 4.791267
GL15 4.32069 4.580672 4.848001 4.841736 5.044018 4.651307 4.949263 4.876551 5.073983 4.823284 4.996946 4.733343 4.734261 5.005623 4.767417 4.759517 4.430076 4.950522 4.470542 5.211165 4.935908 5.288413 5.128153 4.731648 5.111265 4.875641 5.301185 5.259464 4.99718 4.875933 4.966231 4.648212 4.736513 4.860882 4.777098 5.086334 5.070604 5.308914 8.844964 8.640872 7.957582 9.265424 8.289951 8.135117 8.476852 8.41968 8.361905 8.031336 8.352895 8.634393 8.649697 8.741604 8.983002 7.99339 8.428153 8.862453 8.874978 14.61092 15.227323 15.150969 14.647845 14.874108 14.624561 0 14.873059 14.653542 15.100141 14.824634 14.858949 15.449357 14.652745 14.630085 14.648083 14.299288 15.858764 2.932541 2.910252 2.91817 2.899876 2.922048 2.999077 2.930985 2.93982 2.997233 2.915969 2.927111 2.928934 2.924378 2.91592 2.92773 2.92404 2.96083 2.911048 2.943448 2.920525 3.259177 3.397053 3.663009 3.57312 3.503139 3.375179 3.24166 3.458131 3.667285 3.346546 3.630696 3.359383 3.269728 3.284441 3.817911 3.428875 3.260066 3.552872 3.479183 4.835778 4.814152 4.815595 4.79971 4.850243 4.854848 4.805357 4.848067 4.840894 4.853887 4.892113 4.808288 2.958411 2.958728 2.942163 2.983386 2.938243 2.977917 2.963563 2.95203 2.933848 2.963331 2.990012 2.936324 2.984865 2.944241 2.940633 2.976588 3.144035 3.166398 3.202456 3.208443 3.252922 3.163541 3.159975 3.24718 3.205474 3.167253 3.293687 3.155266 3.267753 3.254536 3.229004 3.277529 3.156825 3.285787 3.215299 3.206457 4.692901 4.679592 4.682604 4.681603 4.68323 4.690658 4.714301 4.709658 4.696692 4.684676 4.686002 4.682638 4.694794 4.692153
